id,5662,   usa, f, , 19520101, mr, ethan, fry, sa, evandale, 3551, 88, grove place, bobblegigbie, 07 20984124, 1295928, 4, norole
6194,7062,   eng, f, 28, 19880201, ms, angie, victors, nsw, barringun, 2456, 8, summerland circuit, , 02 72972752, 3916633, 7, norole
6195,2423,   usa, , 24, 19920829, , danny, benjamin, sa, woodville south, 2113, 469, langdon avenue, , 07 82642437, 5948554, 8, norole
6196,6438,   nor, f, 39, 19770416, ms, kelsey, fretheim, nsw, galston, 6169, 17, duggan street, melaleuca, 612 59208064, 2438488, 2, norole
6197,6747,   eng, f, 31, 19850318, dr, kaysey, sergeant, nsw, tarana, 4215, 262, larakia street, logie brae, 02 32359599, 2442979, 6, norole
6198,2774,   abo, f, , 19640515, , lily, munyarryun, vic, baranduda, 3189, 8, fullerton crescent, laura pengilly wing, 8 27768748, 3809207, 5, norole
6199,3205,   eng, f, 24, 19921028, , maya, rier, qld, ramsay, 3142, 4, templeton street, argyle, 613 53669017, 8431336, 5, norole
6200,2030,   usa, f, 26, 19900502, , chloe, suarez, tas, staverton, 4121, 46, meehan garden, , 617 69646988, 6541851, 9, norole
6201,2366,   chi, f, 21, 19950617, dr, naomi, cai, wa, kalgan, 2388, 5, de little circuit, telooma, 618 09801632, 2290533, 5, norole
6202,2589,   usa, f, 27, , , erin, burns, qld, witheren, 2773, 5, cheel place, , 613 17701745, 6958238, 4, norole
6203,9975,   chi, f, 29, 19871012, , william, chui, , st kilda, 6056, 6, roderick street, , 03 14964286, 9748750, 9, norole
6204,8591,   usa, , 22, 19940307, ms, layla, wooten, vic, heidelberg heights, 7315, 52, hurley street, , 618 33940284, 9680053, 4, norole
6205,6594,   ind, f, 31, , , amy, ramprakesh, vic, ruffy, 3114, 9, , , 618 97856388, 8583930, 7, norole
6206,6125,   tur, f, 33, , , alana, mask, nsw, ashcroft, 3088, 6, daintree crescent, , 02 96956885, 3773672, 5, norole
6207,5297,   chi, m, 28, 19880426, , lachlan, kwo, vic, eastwood, 4223, 5, goyder street, summerwood arabians, 618 11879005, 5533936, 1, norole
6208,8221,   chi, m, , 19160914, , phillip, hsia, qld, bamaga, 4370, 57, marshall street, robin's cottage, 03 16942103, 6285925, 6, norole
6209,3231,   iri, f, 30, 19860129, , courtney, mcniadh, , norwood, 2118, 84, pickworth street, , 07 57375555, 2162372, 9, norole
6210,9425,   usa, f, 30, 19860730, ms, alana, blackwell, vic, maiden gully, 4223, 8, pendred street, burnie north west private hospital, 618 90226684, 5833773, 1, norole
6211,3303,   usa, f, 28, 19880506, ms, dylan, yates, nsw, wattle grove, 3037, 16, millen street, , 02 26250756, 3702754, 5, norole
6212,8334,   , f, 31, 19850218, , katelyn, hursey, qld, maroondan, 3810, 66, malara street, , 03 28629091, 3790514, 6, norole
6213,6533,   chi, , 32, 19840822, , samantha, zheng, vic, boisdale, 4216, 19, grote place, apt 27, 04 54321815, 7893612, 2, norole
6214,842, ger, m, , 19681113, mr, jejsica, paudendistel, ns, doctor george mountain, 2871, 22, nemarang krescend, ckckaringal farm, 02 40294289, 5815689, 6, norole
6215,1358,   unk, f, 13, 20030505, , daniella, sclater, vic, mangalore, 2289, 14, tingha place, , 08 49083485, 9554854, 7, norole
6216,2315,   eng, f, 20, 19960915, ms, edward, st, nsw, coolamon, 6215, 65, centaurus street, , 2 48719868, 2363550, 9, norole
6217,9814,   usa, m, 31, 19851123, , kyle, dotson, vic, campbellfield, 3350, 144, bardolph street, thurlstone, 08 18610220, 9539846, 5, norole
6218,3492,   ind, f, , 19171014, , emiily, sangha, nsw, mayfield west, 4680, 8, greaves place, roblinvale, 02 87198484, 8731628, 6, norole
6219,8514,   tha, , 13, 20030426, mr, samir, benjawan, nsw, bolwarra heights, 2298, 2, captain cook crescent, , 08 12647863, 1237568, 3, norole
6220,4345,   chi, f, 34, 19821122, , tahlia, , qld, river ranch, 6062, 43, kurria place, santa lucille, 613 32232238, 5830427, 7, norole
6221,5888,   cze, f, 25, 19910320, mr, daniel, kratochvilova, vic, st andrews, 2322, 62, knox street, redwood lodge, 8 91086469, 1874011, 4, norole
6222,3207,   usa, , , 19770926, , samuel, giles, vic, cudgee, 4178, 29, goyder street, , 8 69567269, 6362714, 5, norole
6223,1903,   usa, m, 26, 19900201, , ashley, guzman, nsw, pimlico, 3002, 107, broadhurst street, tarbuck bay, 02 41915653, 8103433, 0, norole
6224,7610,   eng, m, 36, , dr, jasmine, marchand, qld, forest ridge, 3094, 154, wilhelmi crescent, binnalong, 3 34246208, 5000840, 6, norole
6225,3474,   eng, f, 24, 19920801, mr, aurora, vipond, wa, lake deborah, 3192, 21, captain cook crescent, , 618 83213231, 4551283, 5, norole
6226,6139,   wel, f, 31, 19850315, dr, ruby, grono, nsw, thumb creek, 4370, 44, creswalker, black snake creek, 2 40159040, 4089495, 0, norole
6227,3019,   usa, f, 31, 19850703, lgt, kyle, mitchell, qld, kowanyama, 3199, 109, ling place, roebuck park, 613 44434387, 5971262, 1, norole
6228,7245,   unk, f, 27, , ms, william, stratou, sa, palmer, 2340, 2044, parkhill street, uc-dai-loi, 07 17710349, 1770571, 3, norole
6229,6204,   fre, f, 33, 19831020, , madeleine, gouron, qld, blackbutt, 3219, 33, maccallum circuit, bojalup, 07 85052423, 7815466, 1, norole
6230,6994,   eng, f, , 19430224, , emma, cock, sa, east moonta, 5097, 1, snowgum road, , 617 61149547, 6966665, 5, norole
6231,2522,   ira, f, 29, 19871110, , nikki, rahimian, sa, cummins, 2263, 7, eggleston crescent, colonial cvan park, 07 93583485, 9201838, 5, norole
6232,5445,   swe, m, , , , charlotte, lagerspetz, vic, ballarat, 6027, 113, bugden avenue, , 08 99601187, 8395433, 8, norole
6233,2470,   , , 29, 19870328, , paige, bishop, qld, thornlie, 4223, 49, clifford crescent, cranbrook, 03 34467366, 8752148, 9, norole
6234,6639,   afg, m, 28, , , amelia, lodhi, nsw, bellbird, 5235, 3, henty street, , 2 23415080, 5128422, 7, norole
6235,5934,   eng, f, 26, 19901025, dr, casey, morrish, , marmion, 3089, 461, undoolya street, , 07 76016208, 2999770, 6, norole
6236,8632,   ina, f, 36, 19800411, ms, , gunawan, , bligh park, 3105, 13, corrigan place, pangani, 07 82158905, 1636388, 6, norole
6237,3469,   ser, m, 29, 19870415, , sophie, zivoinovic, , albury, 2100, , lycett street, , 03 43032568, 2660019, 9, norole
6238,3494,   usa, f, 30, 19861102, mr, erin, hines, nsw, maroubra, 2217, 10, rawson street, , 2 09779509, 8895871, 2, norole
6239,2785,   chi, m, 24, 19921206, , sophie, tam, qld, malu, 6054, 12, chandler street, , 613 34803531, 2543980, 6, norole
6240,2427,   ara, f, 25, , , william, tazkia, , hawthorn, 2261, 29, walsh place, the rookery, 02 59383204, 9834309, 4, norole
6241,3391,   ara, f, 10, 20060112, mr, madeline, lubna, nsw, hastings point, 4074, 11, burtt crescent, , 612 92410813, 8114601, 1, norole
6242,3150,   eng, m, 36, 19800809, , louis, kyles, tas, wayatinah, 5046, 300, simpson street, , 617 31106968, 4622455, 2, norole
6243,9161,   jap, , 32, , , georgia, yoshizaki, sa, callington, 3125, 16, cavenagh place, , 617 73975015, 5083789, 8, norole
6244,491,   chi, f, 30, , , holly, chieu, nsw, little hartley, 5162, 8, cole street, , 2 56007173, 6677320, 2, norole
6245,5633,   unk, f, 30, 19860120, dr, sophie, scoby, qld, cypress gardens, 3787, , gymea street, , 03 53302030, 5030320, 4, norole
6246,8099,   usa, f, , 19980512, , jacob, mays, vic, nariel valley, 3350, 36, dash crescent, , , 9595347, 1, norole
6247,3874,   chi, f, 25, 19910730, mr, daniel, lou, vic, heathcote, 3028, 1875, britten-jones drive, palm lake resort, 618 12908481, 4528876, 6, norole
6248,4781,   fin, f, 25, 19910105, , kelsye, paasivirta, qld, adare, 4000, 20, feakes place, , 03 31508446, 1165003, 9, norole
6249,1413,   unk, f, 25, 19910804, , hayley, sclafani, nsw, golspie, 4470, 39, rawson street, , 2 97410758, 6879532, 2, norole
6250,9470,   cze, m, 22, , , hannah, damm, nsw, mascot, 2112, 27, werribee crescent, , 02 20733196, 4708967, 8, norole
6251,4397,   eng, , 9, 20070829, ms, jackson, pond, qld, perseverance, 4132, 4, lapsley street, , 613 16209599, 5356819, 7, norole
6252,6814,   unk, f, 34, 19821015, , sophie, abbitt, vic, cremorne, 4011, 194, naas close, parry house, 618 72284485, 6226567, 7, norole
6253,350,   usa, f, 23, 19930516, , imogen, chaney, wa, tingledale, 2090, 43, nelumbo street, jaipur, 08 26331404, 4477488, 9, norole
6254,9997,   unk, f, 43, 19731226, mr, jacob, scime, qld, mission beach, 3200, 540, clements street, , 03 58568821, 9539588, 7, norole
6255,9791,   usa, f, 26, 19900715, mr, sylvie, taylor, vic, geelong west, 3227, 64, atherton street, , 618 67212693, 4413041, 2, norole
6256,1695,   eng, , 32, 19840818, mr, christopher, ethans, vic, mccrae, 4215, 4, damala street, , 08 83573161, 1729898, 8, norole
6257,5622,   eng, f, 36, 19800425, ms, hollie, herbertson, nsw, dyraaba, 4401, 41, webster street, , 07 17523495, 6917701, 0, norole
6258,4415,   usa, f, 27, 19890127, dr, kyle, curtis, qld, barwon heads, 2759, 501, frater crescent, , 03 79853456, 6583335, 5, norole
6259,1055,   chi, f, 29, 19870809, , teagan, joe, nsw, paddington, 2759, 21, , , 612 13817359, 1736253, 4, norole
6260,721,   chi, f, 22, 19941123, , kailey, tuanmu, vic, cororooke, 2650, 56, ewing street, , 8 97718090, 9454076, 6, norole
6261,3583,   unk, f, , 19661019, , , scopel, vic, cundare north, 2137, 91, derrington crescent, kurriba, , 5996661, 7, norole
6262,4063,   usa, m, 9, 20070620, , robert, browning, nsw, watanobbi, 2428, 4, garrick street, wilgalea, 2 89072785, 6777419, 2, norole
6263,7481,   ind, f, 39, 19770126, , jaiden, sreeram, qld, gilberton, 6280, 64, bingley crescent, , 613 45579105, 1308725, 9, norole
6264,6964,   usa, f, 31, 19851019, , stella, york, qld, labrador, 4103, 151, tarana street, , 613 14131486, 9567019, 1, norole
6265,926,   jap, f, 7, 20090918, , lachlan, komon, nsw, mount david, 3126, 12, tazewell circuit, , 612 34998803, 5397052, 3, norole
6266,7943,   eng, f, 23, 19930221, mr, abbey, marchand, nsw, adamstown, 3215, 6, hambidge crescent, , 02 69607721, 5764025, 4, norole
6267,1998,   hun, f, 23, 19931113, ms, lauren, sjsiengel, nsw, mallabula, 2065, 55, badimara street, cottage rose, 612 94498418, 5447560, 8, norole
6268,9360,   usa, f, 32, 19841116, , george, hawkins, nsw, east corrimal, 6061, 11, mclachlan crescent, , 02 89755710, 6709932, 0, norole
6269,1985,   ind, f, 33, 19830602, , jessica, chaha, tas, mayberry, 3187, 9, denovan circuit, berkeley vlge, 617 05396955, 6737529, 7, norole
6270,2318,   pol, m, , 19180619, mr, joel, bury, vic, terrigal, 4573, 13, london circuit, suunybrae, 618 45012372, 1113017, 8, norole
6271,2656,   eng, , 30, 19861112, ms, lochlan, hamm, , deer park, 7054, 57, mcclelland avenue, , 03 07351709, 8162962, 7, norole
6272,7135,   ina, f, 27, , ms, jayde, hartono, vic, croydon north, 5019, 5, maranboy street, , 618 79852063, 9351952, 8, norole
6273,9017,   unk, m, , 19720226, ms, ella, sciacca, sa, sellicks hill, 7006, 1, carstensz street, , 617 89853437, 9215180, 5, norole
6274,1762,   eng, f, 33, 19830506, pfc, holly, abbey, nsw, bamarang, 2234, 1, dolling crescent, rowethorpe, 612 64477321, 1363740, 1, norole
6275,2515, , f,  28, , , c0nno , sider is, s, gillman, , 1 , duigan  lace, , 7 554 87496, 8189811, 6, norole
6276,9778,   ser, f, 26, 19901113, , bailey, pilic, qld, yugar, 4114, 17, hannan crescent, rosall, 613 93848683, 1928318, 3, norole
6277,3038,   unk, f, , 19080705, dr, isabella, scogin, nsw, camellia, 6084, 32, roper place, , 2 06702977, 9332568, 0, norole
6278,113,   eng, m, 7, 20090910, ms, reece, samuelson, nsw, lake cargelligo, 2287, 109, streeton drive, , 04 76338674, 2300150, 2, norole
6279,6689,   ger, f, 35, , ms, jasper, schfer, nsw, north ryde, 5290, 38, bosch place, wonga square, 612 76928069, 5351531, 2, norole
6280,650,   ind, f, , 19050812, , koula, chauhan, sa, hillbank, 2095, 44, stenhouse close, , 7 54925951, 6220591, 8, norole
6281,6482,   usa, f, 24, , , briley, mcmillan, , blacksmiths, 2640, 201, o'shanassy street, flanagan's bar, 03 15574816, 7166171, 2, norole
6282,2471,   , , , 19720526, , ella, zordan, qld, neumgna, 2650, 48, cygnet crescent, , 613 15288060, 5123588, 6, norole
6283,8333,   jap, f, 26, 19901226, , ayden, yamamura, sa, tanunda, 4122, 13, montgomery place, , 617 47410691, 4306916, 6, norole
6284,3806, ind, f, , 19600511, , luc y, tal ip, vic, maca t ur, 2871, 8, bejahs treet, , 618 z2621104, 7856776, 9, norole
6285,8223,   ind, f, 24, 19920308, ms, jayme, adnani, wa, broke, 2074, 7, faithfull circuit, fig trees, , 8959093, 4, norole
6286,7682-dup-1, ger, , 27, 1989 1125, , thomas, , vi c, jepa it, 4o64, 28, heard st eet, phillip lodge, 8 641 97474, 15147 92, 7, norole
6287,407,   usa, f, 36, 19800324, , ryan, hurst, nsw, weethalle, 2039, 13, calder crescent, , 612 03728181, 9201092, 9, norole
6288,3753,   ind, f, 22, 19940222, , tiana, roshni, nsw, greenacre, 2350, 75, namadgi circuit, , 2 51401919, 6880800, 9, norole
6289,7794,   usa, , 28, 19881028, , madison, acosta, sa, williamstown, 2761, 3, spafford crescent, , 617 21381283, 7397469, 5, norole
6290,334,   usa, f, 42, 19740411, , sarah, lewis, nsw, green hills, 3660, 97, shakespeare crescent, carrweena, 02 22303577, 8327272, 6, norole
6291,622,   chi, f, 27, 19890221, , bailey, awyeung, nsw, canton beach, 6330, 19, john russell circuit, , 02 24969208, 4901811, 4, norole
6292,7150,   pol, , 30, 19861123, , jake, bromka, vic, barongarook, 2112, 19, bradfield street, , 8 66738503, 6039249, 5, norole
6293,662,   , f, 28, 19881212, pfc, brianna, maynard, nsw, yarramalong, 5159, 16, smeaton circuit, , 2 74865696, 6258441, 6, norole
6294,2245,   unk, , 41, 19750403, pfc, jake, strampher, qld, bartle frere, 3183, 23, , south gwandalan, 613 49943663, 8776158, 4, norole
6295,1473,   sri, f, 25, 19910104, , beth, handunpurage, , unanderra, 3055, 22, hakea crescent, , 08 59864460, 9383443, 8, norole
6296,8340,   eng, , 35, 19810402, ms, harriet, edison, vic, taree, 3072, 12, wanderer court, , 8 16844513, 6347278, 1, norole
6297,2081,   unk, f, 32, , , christian, sciacca, sa, rosslyn park, 4680, 1, blackman crescent, nw private hospital, 08 34251108, 3354628, 1, norole
6298,6531,   ita, f, , 19320625, ms, nicholas, pazzio, qld, southtown, 5275, 12, conyers street, , 03 05167188, 4089930, 5, norole
6299,2541,   usa, f, 7, 20090728, , connor, austin, vic, mordialloc, 3020, 4, herbert crescent, , 08 67685809, 8253365, 8, norole
6300,1940,   ina, f, 28, 19880508, , isabella, tjandra, vic, nutfield, 3579, 75, figg place, , 618 58693456, 8439210, 0, norole
6301,1072,   usa, f, 11, 20051121, , tyron, reeves, wa, coomberdale, 3337, 74, rudall street, , 08 54625292, 8298904, 8, norole
6302,815,   unk, f, 25, 19910114, mr, shelbey, strampher, vic, homebush, 3737, 6, mcclelland avenue, villa 5, 8 99320912, 4522968, 7, norole
6303,3664,   unk, f, 30, 19860213, , oliver, strampher, nsw, baulkham hills, 2150, 34, carron street, , 2 90820773, 4093735, 8, norole
6304,4646,   gre, f, , 19310517, dr, joel, vouris, qld, noosa heads, 2194, 206, jaques place, crookhorn, 3 24572442, 3136140, 1, norole
6305,468,   jap, f, 35, 19810728, ms, jarvis, toshitala, vic, lake mundi, 3012, 18, mertz place, border park, 618 53343336, 5661585, 4, norole
6306,7867,   ind, f, 29, 19871105, , nathan, moorthy, , kuraby, 2213, 20, patey street, unt 3, 04 66742719, 8282736, 1, norole
6307,6169,   eng, f, 21, 19950503, ms, jed, josephson, nsw, wahroonga, 7007, 39, carroll street, , 2 29490436, 3362834, 0, norole
6308,7046,   tha, f, 29, , , paige, chalerm, nsw, west wallsend, 6152, 41, stace place, , 2 81684551, 4040723, 6, norole
6309,8002-dup-3, eng, f, 27, 19&90 09, dr, chelsea, der r  k, nsw, stanwe ll park, 4165, 1 , mindarie s treet, , , 64185 48, 6, norole
6310,1740,   ser, m, 31, 19850111, , india, sertic, nsw, alexandra bridge, 3280, 9, kavel street, , 02 47923463, 6156753, 2, norole
6311,4868,   eng, , , 19401111, ms, samuel, milford, sa, taperoo, 2573, 110, wilkins street, , 03 73976655, 2006096, 4, norole
6312,7131,   usa, f, , 19181109, , jack, fuller, qld, new auckland, 3337, 14, totterdell street, , 613 93288789, 8707307, 2, norole
6313,8571,   usa, f, 27, , , jasmine, gray, nsw, lake haven, 2145, 5, ennor crescent, , 04 78426620, 8758861, 7, norole
6314,6442,   chi, f, 19, 19970326, , joshua, tian, vic, glenthompson, 4370, 56, hobart place, , 08 49590374, 5290758, 2, norole
6315,1965,   unk, m, 21, 19950723, , arki, abbetmeyer, tas, burnie, 4750, 841, morrison street, , 03 04825849, 7039751, 0, norole
6316,185,   rus, f, 27, 19890809, , benjamin, dratshev, wa, lake hinds, 5159, 128, hadleigh circuit, cornvale, 618 41510105, 5642010, 3, norole
6317,1594,   pol, f, 30, , mr, keelin, danilczyk, sa, salisbury, 7270, 22, harris place, , 07 63105884, 4076204, 6, norole
6318,5573,   chi, f, 33, , , rachel, ko, qld, upper kedron, 2430, 72, holden crescent, , 613 50628885, 2902838, 0, norole
6319,5122,   eng, m, 23, 19930428, ms, emma, , qld, hamilton island, 6030, 23, cleland street, , 613 35524472, 4022213, 6, norole
6320,9380,   ger, , 20, 19960213, , james, dmmler, vic, maude, 3013, 20, duff place, , 8 60317951, 6065313, 2, norole
6321,5241,   unk, f, 30, 19860807, ms, oscar, abbetmeyer, qld, bushley, 3126, 20, bonney street, studio indigo, 613 10608292, 9929209, 7, norole
6322,5025,   iri, f, 19, , ms, troy, hannigan, qld, ryeford, 3844, 82, muntz street, , 613 38820553, 4074647, 5, norole
6323,6293,   ser, f, 34, 19820703, , owen, hovat, nsw, grahamstown, 2046, 10, fihelly street, , 02 49249910, 5992222, 9, norole
6324,3558,   eng, f, 13, 20031224, ms, kiara, fairburn, vic, kanyapella, 6056, 84, arden place, , 618 01750463, 2262813, 4, norole
6325,1844,   unk, f, 28, 19880729, , jared, aarnoudse, vic, bell park, 2094, 21, sturt avenue, , 618 27095177, 9266528, 9, norole
6326,4992,   usa, , , , , oscar, david, vic, snake valley, 4113, 13, kingston street, laura pengilly wing, 08 84209320, 4371180, 9, norole
6327,2039,   ira, f, , , hon, lachlan, rouhani, , , 5251, 38, de vis place, , 02 36478407, 3228534, 0, norole
6328,5368,   usa, f, 29, 19870918, ms, samuel, pratt, nsw, couridjah, 2088, 105, investigator street, , 08 72011365, 8933956, 1, norole
6329,4792,   por, m, 36, 19800707, mr, braedon, dossantos, nsw, minnamurra, 6220, 5, meiklejohn place, killara homestead, 02 37110030, 7976933, 6, norole
6330,2087,   unk, f, 39, 19770407, ms, jasmine, abbondandola, , concord west, 2230, 215, boolimba crescent, , 03 36053868, 3014107, 8, norole
6331,8443,   chi, f, 9, 20071111, , jordan, jou, qld, forest ridge, 4205, 40, boothby place, , 613 24173532, 5365412, 8, norole
6332,6547,   dut, f, 35, 19810303, ms, jade, ruegsegger, vic, seaforth, 2092, 5, buxton street, , , 4475168, 8, norole
6333,3771,   ind, f, 21, 19950906, mr, emiily, mayani, nsw, mandalong, 3043, 31, brimage place, macian house, , 9578839, 3, norole
6334,5628,   unk, , 12, 20040817, hon, david, scofield, vic, cathkin, , 10, hodgson crescent, , 08 64486395, 3134481, 6, norole
6335,6091,   unk, f, 27, 19890320, ms, kayla, strangway, wa, bowelling, 4211, 39, ebenezer street, cabbage tree, 8 62879505, 2474461, 5, norole
6336,2804,   usa, f, 31, 19850805, pfc, charlie, snow, qld, flametree, 2126, 214, dethridge street, , 03 49195401, 1522040, 9, norole
6337,6688,   pol, f, 12, 20040903, ms, james, brezinska, sa, elliston, 2324, 14, halford crescent, , 617 67643533, 7478160, 1, norole
